Date;Time;Ref;Sen;ATN;Flow;PCB temp;Status;Battery;BC
18.06.2018;21:14:02;900879;915510;-1.611;150;26;0;100;-415
18.06.2018;21:14:03;900961;915585;-1.61;149;26;0;100;2081
18.06.2018;21:14:04;900967;915590;-1.61;149;26;0;100;274
18.06.2018;21:14:05;900834;915459;-1.61;149;26;0;100;-1039
18.06.2018;21:14:06;900885;915518;-1.611;149;26;0;100;-1792
18.06.2018;21:14:07;900941;915564;-1.61;149;26;0;100;2725
18.06.2018;21:14:08;900908;915542;-1.611;149;26;0;100;-2882
18.06.2018;21:14:09;900891;915522;-1.611;149;26;0;100;681
18.06.2018;21:14:10;901019;915645;-1.61;149;26;0;100;1768
18.06.2018;21:14:11;900995;915619;-1.61;149;26;0;100;402
18.06.2018;21:14:12;900963;915590;-1.61;150;26;0;100;-873
18.06.2018;21:14:13;900897;915517;-1.61;150;26;0;100;1471
18.06.2018;21:14:14;901021;915640;-1.609;150;26;0;100;747
18.06.2018;21:14:15;901051;915687;-1.611;150;26;0;100;-4097
18.06.2018;21:14:16;900982;915605;-1.61;150;26;0;100;2948
18.06.2018;21:14:17;900946;915573;-1.61;150;26;0;100;-1138
18.06.2018;21:14:18;900908;915536;-1.611;150;26;0;100;-401
18.06.2018;21:14:19;900899;915532;-1.611;149;26;0;100;-1286
18.06.2018;21:14:20;900842;915473;-1.611;149;26;0;100;268
18.06.2018;21:14:21;900861;915499;-1.612;149;26;0;100;-1672
18.06.2018;21:14:22;901015;915651;-1.611;149;26;0;100;1125
18.06.2018;21:14:23;901058;915699;-1.612;149;26;0;100;-1074
18.06.2018;21:14:24;900881;915523;-1.612;150;26;0;100;-962
18.06.2018;21:14:25;900882;915529;-1.613;150;26;0;100;-1237
18.06.2018;21:14:26;900908;915549;-1.612;150;26;0;100;1594
18.06.2018;21:14:27;900896;915533;-1.612;150;26;0;100;944
18.06.2018;21:14:28;900923;915560;-1.612;149;26;0;100;110
18.06.2018;21:14:29;901019;915661;-1.612;149;26;0;100;-859
18.06.2018;21:14:30;900934;915568;-1.611;149;26;0;100;1653
18.06.2018;21:14:31;900913;915550;-1.612;149;26;0;100;-835
18.06.2018;21:14:32;900961;915592;-1.611;149;26;0;100;1694
18.06.2018;21:14:33;900962;915596;-1.611;149;26;0;100;-745
18.06.2018;21:14:34;900949;915582;-1.611;149;26;0;100;197
18.06.2018;21:14:35;901023;915646;-1.61;149;26;0;100;2798
18.06.2018;21:14:36;900922;915557;-1.611;149;26;0;100;-3407
18.06.2018;21:14:37;900996;915625;-1.611;149;26;0;100;1799
18.06.2018;21:14:38;900933;915558;-1.61;149;26;0;100;744
18.06.2018;21:14:39;900980;915612;-1.611;149;26;0;100;-1558
18.06.2018;21:14:40;901042;915670;-1.61;149;26;0;100;1251
18.06.2018;21:14:41;900923;915537;-1.609;149;26;0;100;3015
18.06.2018;21:14:42;900868;915483;-1.609;149;26;0;100;-473
18.06.2018;21:14:43;900946;915561;-1.609;149;26;0;100;316
18.06.2018;21:14:44;901028;915635;-1.608;149;26;0;100;2331
18.06.2018;21:14:45;901002;915607;-1.608;149;26;0;100;394
18.06.2018;21:14:46;901042;915651;-1.608;149;26;0;100;-837
18.06.2018;21:14:47;901037;915638;-1.607;149;26;0;100;1978
18.06.2018;21:14:48;900868;915461;-1.607;149;26;0;100;1315
18.06.2018;21:14:49;900911;915505;-1.607;149;26;0;100;-76
18.06.2018;21:14:50;900868;915464;-1.607;149;26;0;100;-674
18.06.2018;21:14:51;900924;915522;-1.607;149;26;0;100;-273
18.06.2018;21:14:52;900966;915559;-1.607;149;26;0;100;1419
18.06.2018;21:14:53;900832;915426;-1.607;149;26;0;100;-792
18.06.2018;21:14:54;900962;915552;-1.606;149;26;0;100;1525
18.06.2018;21:14:55;900954;915566;-1.609;149;26;0;100;-5528
18.06.2018;21:14:56;900926;915527;-1.608;149;26;0;100;2635
18.06.2018;21:14:57;900995;915596;-1.608;149;26;0;100;279
18.06.2018;21:14:58;900996;915607;-1.609;149;26;0;100;-2494
18.06.2018;21:14:59;900950;915562;-1.609;149;26;0;100;-436
18.06.2018;21:15:00;900988;915599;-1.609;149;26;0;100;404
18.06.2018;21:15:01;901065;915677;-1.609;149;26;0;100;62
18.06.2018;21:15:02;900884;915490;-1.608;149;26;0;100;766
18.06.2018;21:15:03;900949;915560;-1.609;149;26;0;100;-986
18.06.2018;21:15:04;900982;915579;-1.607;149;26;0;100;3631
18.06.2018;21:15:05;901010;915600;-1.606;149;26;0;100;1862
18.06.2018;21:15:06;900991;915564;-1.605;149;26;0;100;4170
18.06.2018;21:15:07;901063;915627;-1.603;149;26;0;100;2539
18.06.2018;21:15:08;901010;915572;-1.603;149;26;0;100;286
18.06.2018;21:15:09;900929;915470;-1.601;149;26;0;100;4920
18.06.2018;21:15:10;900930;915456;-1.599;149;26;0;100;3752
18.06.2018;21:15:11;900941;915476;-1.6;149;26;0;100;-2204
18.06.2018;21:15:12;901037;915573;-1.6;149;26;0;100;137
18.06.2018;21:15:13;900885;915425;-1.601;149;26;0;100;-1612
18.06.2018;21:15:14;900904;915441;-1.601;149;26;0;100;826
18.06.2018;21:15:15;900900;915445;-1.602;149;26;0;100;-2015
18.06.2018;21:15:16;900909;915445;-1.601;149;26;0;100;2285
18.06.2018;21:15:17;900915;915452;-1.601;150;26;0;100;-224
18.06.2018;21:15:18;900856;915388;-1.6;150;26;0;100;1005
18.06.2018;21:15:19;900888;915422;-1.6;150;26;0;100;-368
18.06.2018;21:15:20;900851;915379;-1.6;150;26;0;100;1341
18.06.2018;21:15:21;900875;915397;-1.599;150;26;0;100;1585
18.06.2018;21:15:22;900845;915360;-1.598;150;26;0;100;1617
18.06.2018;21:15:23;900900;915411;-1.598;150;26;0;100;1213
18.06.2018;21:15:24;900888;915394;-1.597;150;26;0;100;1193
18.06.2018;21:15:25;900870;915381;-1.598;150;26;0;100;-1313
18.06.2018;21:15:26;900816;915326;-1.598;150;26;0;100;32
18.06.2018;21:15:27;900892;915404;-1.598;150;26;0;100;-193
18.06.2018;21:15:28;900927;915445;-1.599;150;26;0;100;-1349
18.06.2018;21:15:29;900849;915366;-1.599;150;26;0;100;-64
18.06.2018;21:15:30;900769;915278;-1.598;150;26;0;100;1666
18.06.2018;21:15:31;900882;915386;-1.597;150;26;0;100;1693
18.06.2018;21:15:32;900900;915406;-1.597;150;26;0;100;-424
18.06.2018;21:15:33;900845;915346;-1.597;150;26;0;100;1021
18.06.2018;21:15:34;900799;915292;-1.596;150;26;0;100;1802
18.06.2018;21:15:35;900786;915269;-1.595;150;26;0;100;2430
18.06.2018;21:15:36;900865;915354;-1.596;150;26;0;100;-1174
18.06.2018;21:15:37;900848;915345;-1.596;150;26;0;100;-2054
18.06.2018;21:15:38;900771;915263;-1.596;149;26;0;100;940
18.06.2018;21:15:39;900810;915295;-1.595;149;26;0;100;1906
18.06.2018;21:15:40;900741;915221;-1.595;149;26;0;100;972
18.06.2018;21:15:41;900738;915224;-1.595;149;26;0;100;-1512
18.06.2018;21:15:42;900709;915184;-1.594;149;26;0;100;2633
18.06.2018;21:15:43;900852;915322;-1.593;150;26;0;100;1812
18.06.2018;21:15:44;900836;915313;-1.594;150;26;0;100;-1801
18.06.2018;21:15:45;900789;915255;-1.593;149;26;0;100;2560
18.06.2018;21:15:46;900888;915351;-1.593;149;26;0;100;1147
18.06.2018;21:15:47;900836;915299;-1.593;149;26;0;100;-209
18.06.2018;21:15:48;900803;915262;-1.592;149;26;0;100;867
18.06.2018;21:15:49;900783;915239;-1.592;149;26;0;100;669
18.06.2018;21:15:50;900788;915245;-1.592;150;26;0;100;-228
18.06.2018;21:15:51;900898;915353;-1.592;150;26;0;100;935
18.06.2018;21:15:52;900764;915215;-1.592;150;26;0;100;459
18.06.2018;21:15:53;900819;915264;-1.591;150;26;0;100;1708
18.06.2018;21:15:54;900799;915251;-1.592;150;26;0;100;-1817
18.06.2018;21:15:55;900745;915186;-1.591;150;26;0;100;2516
18.06.2018;21:15:56;900802;915243;-1.59;150;26;0;100;227
18.06.2018;21:15:57;900947;915385;-1.59;150;26;0;100;1322
18.06.2018;21:15:58;900775;915210;-1.59;150;26;0;100;60
18.06.2018;21:15:59;900808;915248;-1.59;150;26;0;100;-1110
18.06.2018;21:16:00;900859;915298;-1.59;150;26;0;100;451
18.06.2018;21:16:01;900900;915330;-1.589;150;26;0;100;2397
18.06.2018;21:16:02;900874;915303;-1.589;150;26;0;100;145
18.06.2018;21:16:03;900895;915332;-1.59;150;26;0;100;-1902
18.06.2018;21:16:04;900852;915283;-1.589;150;26;0;100;1318
18.06.2018;21:16:05;900848;915273;-1.589;150;26;0;100;1473
18.06.2018;21:16:06;900768;915191;-1.589;150;26;0;100;178
18.06.2018;21:16:07;900740;915169;-1.589;150;26;0;100;-1601
18.06.2018;21:16:08;900848;915271;-1.588;150;26;0;100;1919
18.06.2018;21:16:09;900868;915289;-1.588;150;26;0;100;576
18.06.2018;21:16:10;900816;915236;-1.588;150;26;0;100;42
18.06.2018;21:16:11;900808;915223;-1.588;150;26;0;100;1209
18.06.2018;21:16:12;900908;915328;-1.588;150;26;0;100;-844
18.06.2018;21:16:13;900888;915309;-1.588;150;26;0;100;-328
18.06.2018;21:16:14;900855;915278;-1.588;150;26;0;100;-628
18.06.2018;21:16:15;900899;915325;-1.589;150;26;0;100;-570
18.06.2018;21:16:16;900871;915295;-1.588;150;26;0;100;385
18.06.2018;21:16:17;900783;915206;-1.588;150;26;0;100;-102
18.06.2018;21:16:18;900862;915286;-1.588;150;26;0;100;66
18.06.2018;21:16:19;900872;915294;-1.588;150;26;0;100;536
18.06.2018;21:16:20;900806;915221;-1.588;150;26;0;100;1475
18.06.2018;21:16:21;900984;915406;-1.588;149;26;0;100;-1037
18.06.2018;21:16:22;900820;915234;-1.587;149;26;0;100;1343
18.06.2018;21:16:23;900906;915325;-1.588;149;26;0;100;-906
18.06.2018;21:16:24;900948;915372;-1.588;149;26;0;100;-1081
18.06.2018;21:16:25;900856;915265;-1.587;149;26;0;100;3380
18.06.2018;21:16:26;900906;915314;-1.587;150;26;0;100;447
18.06.2018;21:16:27;900878;915292;-1.587;150;26;0;100;-1601
18.06.2018;21:16:28;900908;915312;-1.586;149;26;0;100;2619
18.06.2018;21:16:29;900845;915251;-1.587;149;26;0;100;-752
18.06.2018;21:16:30;900867;915271;-1.586;149;26;0;100;588
18.06.2018;21:16:31;900814;915223;-1.587;149;26;0;100;-1461
18.06.2018;21:16:32;900770;915176;-1.587;149;26;0;100;574
18.06.2018;21:16:33;900852;915253;-1.586;149;26;0;100;1577
18.06.2018;21:16:34;900842;915245;-1.586;149;26;0;100;-540
18.06.2018;21:16:35;900852;915261;-1.587;149;26;0;100;-1459
18.06.2018;21:16:36;900824;915232;-1.587;150;26;0;100;137
18.06.2018;21:16:37;900865;915270;-1.586;150;26;0;100;907
18.06.2018;21:16:38;900828;915232;-1.586;150;26;0;100;101
18.06.2018;21:16:39;900917;915324;-1.586;149;26;0;100;-394
18.06.2018;21:16:40;900885;915288;-1.586;149;26;0;100;872
18.06.2018;21:16:41;900795;915196;-1.586;149;26;0;100;140
18.06.2018;21:16:42;900812;915214;-1.586;149;26;0;100;-182
18.06.2018;21:16:43;900826;915231;-1.586;149;26;0;100;-694
18.06.2018;21:16:44;900798;915202;-1.586;150;26;0;100;137
18.06.2018;21:16:45;900820;915224;-1.586;149;26;0;100;88
18.06.2018;21:16:46;900798;915191;-1.585;149;26;0;100;2661
18.06.2018;21:16:47;900900;915297;-1.585;149;26;0;100;-592
18.06.2018;21:16:48;900885;915276;-1.585;149;26;0;100;1439
18.06.2018;21:16:49;900800;915191;-1.585;149;26;0;100;-339
18.06.2018;21:16:50;900813;915205;-1.585;149;26;0;100;-198
18.06.2018;21:16:51;900920;915301;-1.584;149;26;0;100;3176
18.06.2018;21:16:52;900802;915182;-1.584;149;26;0;100;-221
18.06.2018;21:16:53;900824;915202;-1.583;149;26;0;100;588
18.06.2018;21:16:54;900832;915203;-1.583;149;26;0;100;1781
18.06.2018;21:16:55;900835;915216;-1.584;149;26;0;100;-2487
18.06.2018;21:16:56;900841;915215;-1.583;149;26;0;100;1773
18.06.2018;21:16:57;900857;915234;-1.583;150;26;0;100;-681
18.06.2018;21:16:58;900867;915239;-1.583;150;26;0;100;1281
18.06.2018;21:16:59;900909;915283;-1.583;150;26;0;100;-330
18.06.2018;21:17:00;900823;915188;-1.582;150;26;0;100;1894
18.06.2018;21:17:01;900819;915189;-1.583;150;26;0;100;-1257
18.06.2018;21:17:02;900813;915178;-1.582;150;26;0;100;1218
18.06.2018;21:17:03;900929;915297;-1.582;150;26;0;100;-286
18.06.2018;21:17:04;900813;915186;-1.583;150;26;0;100;-1701
18.06.2018;21:17:05;900881;915243;-1.582;150;26;0;100;3000
18.06.2018;21:17:06;900895;915269;-1.583;150;26;0;100;-2923
18.06.2018;21:17:07;900771;915136;-1.582;149;26;0;100;1755
18.06.2018;21:17:08;900794;915161;-1.582;149;26;0;100;-408
18.06.2018;21:17:09;900814;915170;-1.581;149;26;0;100;2829
18.06.2018;21:17:10;900817;915168;-1.581;149;26;0;100;1262
18.06.2018;21:17:11;900841;915190;-1.58;149;26;0;100;595
18.06.2018;21:17:12;900793;915143;-1.58;149;26;0;100;-441
18.06.2018;21:17:13;900788;915130;-1.58;150;26;0;100;1966
18.06.2018;21:17:14;900862;915211;-1.58;150;26;0;100;-1445
18.06.2018;21:17:15;900883;915224;-1.579;150;26;0;100;2069
18.06.2018;21:17:16;900794;915131;-1.579;150;26;0;100;641
18.06.2018;21:17:17;900843;915178;-1.579;150;26;0;100;690
18.06.2018;21:17:18;900832;915169;-1.579;150;26;0;100;-540
18.06.2018;21:17:19;900836;915172;-1.579;150;26;0;100;264
18.06.2018;21:17:20;900890;915221;-1.578;150;26;0;100;1455
18.06.2018;21:17:21;900748;915079;-1.578;149;26;0;100;-565
18.06.2018;21:17:22;900831;915154;-1.577;149;26;0;99;2329
18.06.2018;21:17:23;900919;915252;-1.578;149;26;0;99;-2149
18.06.2018;21:17:24;900800;915130;-1.578;149;26;0;99;277
18.06.2018;21:17:25;900783;915108;-1.578;149;26;0;99;1182
18.06.2018;21:17:26;900819;915150;-1.578;149;26;0;99;-1357
18.06.2018;21:17:27;900839;915160;-1.577;149;26;0;99;2579
18.06.2018;21:17:28;900806;915132;-1.578;149;26;0;99;-1381
18.06.2018;21:17:29;900848;915168;-1.577;149;26;0;99;1666
18.06.2018;21:17:30;900746;915066;-1.577;149;26;0;99;-405
18.06.2018;21:17:31;900788;915108;-1.577;150;26;0;99;166
18.06.2018;21:17:32;900826;915148;-1.577;149;26;0;99;-349
18.06.2018;21:17:33;900778;915091;-1.576;149;26;0;99;2059
18.06.2018;21:17:34;900829;915147;-1.577;149;26;0;99;-1047
18.06.2018;21:17:35;900828;915145;-1.577;149;26;0;99;246
18.06.2018;21:17:36;900715;915031;-1.577;149;26;0;99;-199
18.06.2018;21:17:37;900801;915111;-1.576;149;26;0;99;1841
18.06.2018;21:17:38;900748;915057;-1.576;150;26;0;99;39
18.06.2018;21:17:39;900773;915084;-1.576;150;26;0;99;-398
18.06.2018;21:17:40;900827;915142;-1.577;150;26;0;99;-780
18.06.2018;21:17:41;900728;915031;-1.575;150;26;0;99;2589
18.06.2018;21:17:42;900725;915023;-1.575;150;26;0;99;1230
18.06.2018;21:17:43;900738;915040;-1.575;150;26;0;99;-942
18.06.2018;21:17:44;900819;915117;-1.575;150;26;0;99;1312
18.06.2018;21:17:45;900825;915121;-1.575;149;26;0;99;524
18.06.2018;21:17:46;900849;915143;-1.574;149;26;0;99;595
18.06.2018;21:17:47;900791;915083;-1.574;149;26;0;99;270
18.06.2018;21:17:48;900705;914985;-1.573;149;26;0;99;2659
18.06.2018;21:17:49;900777;915063;-1.574;149;26;0;99;-1214
18.06.2018;21:17:50;900784;915068;-1.573;149;26;0;99;528
18.06.2018;21:17:51;900792;915066;-1.572;149;26;0;99;2531
18.06.2018;21:17:52;900763;915037;-1.572;149;26;0;99;-115
18.06.2018;21:17:53;900832;915111;-1.573;149;26;0;99;-976
18.06.2018;21:17:54;900775;915052;-1.573;149;26;0;99;274
18.06.2018;21:17:55;900740;915017;-1.573;150;26;0;99;-138
18.06.2018;21:17:56;900751;915024;-1.572;150;26;0;99;1036
18.06.2018;21:17:57;900683;914957;-1.572;150;26;0;99;-516
18.06.2018;21:17:58;900716;914993;-1.573;150;26;0;99;-615
18.06.2018;21:17:59;900718;914995;-1.573;150;26;0;99;8
18.06.2018;21:18:00;900779;915052;-1.572;150;26;0;99;1233
18.06.2018;21:18:01;900777;915053;-1.572;150;26;0;99;-753
18.06.2018;21:18:02;900743;915022;-1.573;150;26;0;99;-879
18.06.2018;21:18:03;900805;915074;-1.572;150;26;0;99;2727
18.06.2018;21:18:04;900738;915003;-1.571;150;26;0;99;730
18.06.2018;21:18:05;900718;914987;-1.572;150;26;0;99;-1072
18.06.2018;21:18:06;900843;915106;-1.571;150;26;0;99;1981
18.06.2018;21:18:07;900834;915096;-1.571;150;26;0;99;213
18.06.2018;21:18:08;900722;914982;-1.571;150;26;0;99;56
18.06.2018;21:18:09;900740;914999;-1.571;150;26;0;99;319
18.06.2018;21:18:10;900695;914951;-1.57;150;26;0;99;568
18.06.2018;21:18:11;900760;915017;-1.57;149;26;0;99;7
18.06.2018;21:18:12;900739;914989;-1.57;149;26;0;99;1667
18.06.2018;21:18:13;900719;914974;-1.57;149;26;0;99;-1329
18.06.2018;21:18:14;900831;915078;-1.569;149;26;0;99;2443
18.06.2018;21:18:15;900876;915129;-1.57;149;26;0;99;-1322
18.06.2018;21:18:16;900779;915038;-1.571;149;26;0;99;-1883
18.06.2018;21:18:17;900719;914969;-1.57;149;26;0;99;2012
18.06.2018;21:18:18;900760;915011;-1.57;149;26;0;99;-88
18.06.2018;21:18:19;900873;915126;-1.57;149;26;0;99;-53
18.06.2018;21:18:20;900739;914981;-1.569;149;26;0;99;2220
18.06.2018;21:18:21;900817;915061;-1.569;149;26;0;99;-192
18.06.2018;21:18:22;900762;915004;-1.569;149;26;0;99;283
18.06.2018;21:18:23;900766;915016;-1.57;149;26;0;99;-1984
18.06.2018;21:18:24;900802;915046;-1.569;149;26;0;99;1642
18.06.2018;21:18:25;900835;915071;-1.568;150;26;0;99;2116
18.06.2018;21:18:26;900755;914995;-1.569;150;26;0;99;-1307
18.06.2018;21:18:27;900800;915040;-1.568;150;26;0;99;177
18.06.2018;21:18:28;900732;914970;-1.568;150;26;0;99;230
18.06.2018;21:18:29;900741;914983;-1.569;150;26;0;99;-958
18.06.2018;21:18:30;900721;914960;-1.568;150;26;0;99;666
18.06.2018;21:18:31;900709;914945;-1.568;150;26;0;99;698
18.06.2018;21:18:32;900681;914913;-1.568;150;26;0;99;883
18.06.2018;21:18:33;900768;915000;-1.568;149;26;0;99;344
18.06.2018;21:18:34;900689;914913;-1.567;149;26;0;99;1688
18.06.2018;21:18:35;900742;914965;-1.567;149;26;0;99;459
18.06.2018;21:18:36;900722;914941;-1.566;149;26;0;99;921
18.06.2018;21:18:37;900745;914974;-1.567;149;26;0;99;-2409
18.06.2018;21:18:38;900713;914936;-1.567;150;26;0;99;1364
18.06.2018;21:18:39;900766;914990;-1.567;150;26;0;99;-40
18.06.2018;21:18:40;900725;914950;-1.567;150;26;0;99;-409
18.06.2018;21:18:41;900793;915009;-1.566;150;26;0;99;2501
18.06.2018;21:18:42;900705;914925;-1.566;149;26;0;99;-1347
18.06.2018;21:18:43;900779;914999;-1.566;149;26;0;99;292
18.06.2018;21:18:44;900768;914985;-1.566;149;26;0;99;707
18.06.2018;21:18:45;900675;914887;-1.566;149;26;0;99;883
18.06.2018;21:18:46;900806;915020;-1.566;149;26;0;99;17
18.06.2018;21:18:47;900714;914926;-1.566;149;26;0;99;137
18.06.2018;21:18:48;900714;914924;-1.565;149;26;0;99;500
18.06.2018;21:18:49;900777;914993;-1.566;149;26;0;99;-1251
18.06.2018;21:18:50;900681;914881;-1.564;149;26;0;99;3621
18.06.2018;21:18:51;900655;914857;-1.565;149;26;0;99;-603
18.06.2018;21:18:52;900686;914886;-1.564;150;26;0;99;618
18.06.2018;21:18:53;900720;914918;-1.564;150;26;0;99;630
18.06.2018;21:18:54;900637;914830;-1.564;149;26;0;99;923
18.06.2018;21:18:55;900684;914877;-1.564;149;26;0;99;185
18.06.2018;21:18:56;900691;914881;-1.563;149;26;0;99;778
18.06.2018;21:18:57;900779;914981;-1.564;149;26;0;99;-2653
18.06.2018;21:18:58;900739;914936;-1.564;149;26;0;99;1092
18.06.2018;21:18:59;900693;914886;-1.564;149;26;0;99;819
18.06.2018;21:19:00;900719;914908;-1.563;149;26;0;99;1102
18.06.2018;21:19:01;900723;914911;-1.563;149;26;0;99;266
18.06.2018;21:19:02;900678;914865;-1.563;149;26;0;99;73
18.06.2018;21:19:03;900731;914918;-1.563;149;26;0;99;209
18.06.2018;21:19:04;900648;914835;-1.563;150;26;0;99;-325
18.06.2018;21:19:05;900733;914921;-1.563;150;26;0;99;84
18.06.2018;21:19:06;900621;914802;-1.562;150;26;0;99;1300
18.06.2018;21:19:07;900735;914912;-1.562;150;26;0;99;1439
18.06.2018;21:19:08;900743;914921;-1.562;150;26;0;99;-217
18.06.2018;21:19:09;900807;914986;-1.562;150;26;0;99;2
18.06.2018;21:19:10;900635;914799;-1.56;150;26;0;99;3053
18.06.2018;21:19:11;900627;914797;-1.561;150;26;0;99;-1521
18.06.2018;21:19:12;900768;914938;-1.561;150;26;0;99;551
18.06.2018;21:19:13;900699;914866;-1.561;150;26;0;99;475
18.06.2018;21:19:14;900626;914787;-1.56;150;26;0;99;1205
18.06.2018;21:19:15;900601;914765;-1.56;150;26;0;99;-843
18.06.2018;21:19:16;900635;914792;-1.56;150;26;0;99;1871
18.06.2018;21:19:17;900592;914751;-1.56;150;26;0;99;-665
18.06.2018;21:19:18;900591;914748;-1.56;150;26;0;99;493
18.06.2018;21:19:19;900676;914835;-1.56;150;26;0;99;-165
18.06.2018;21:19:20;900559;914710;-1.559;150;26;0;99;1530
18.06.2018;21:19:21;900563;914709;-1.559;149;26;0;99;1266
18.06.2018;21:19:22;900546;914687;-1.558;149;26;0;99;1184
18.06.2018;21:19:23;900553;914689;-1.558;149;26;0;99;1278
18.06.2018;21:19:24;900673;914807;-1.557;149;26;0;99;971
18.06.2018;21:19:25;900588;914722;-1.557;149;26;0;99;-334
18.06.2018;21:19:26;900549;914680;-1.557;150;26;0;99;593
18.06.2018;21:19:27;900561;914699;-1.558;150;26;0;99;-1692
18.06.2018;21:19:28;900555;914694;-1.558;150;26;0;99;-272
18.06.2018;21:19:29;900618;914758;-1.558;150;26;0;99;-3
18.06.2018;21:19:30;900591;914723;-1.557;150;26;0;99;1882
18.06.2018;21:19:31;900654;914780;-1.556;150;26;0;99;1736
18.06.2018;21:19:32;900717;914849;-1.557;150;26;0;99;-1245
18.06.2018;21:19:33;900733;914860;-1.556;150;26;0;99;1304
18.06.2018;21:19:34;900781;914911;-1.556;150;26;0;99;-558
18.06.2018;21:19:35;900690;914822;-1.557;149;26;0;99;-857
18.06.2018;21:19:36;900745;914867;-1.556;149;26;0;99;2716
18.06.2018;21:19:37;900750;914884;-1.557;149;26;0;99;-2980
18.06.2018;21:19:38;900694;914819;-1.556;149;26;0;99;2030
18.06.2018;21:19:39;900659;914781;-1.556;149;26;0;99;613
18.06.2018;21:19:40;900692;914808;-1.555;149;26;0;99;1630
18.06.2018;21:19:41;900748;914872;-1.556;149;26;0;99;-1781
18.06.2018;21:19:42;900741;914865;-1.556;149;26;0;99;-27
18.06.2018;21:19:43;900702;914826;-1.556;149;26;0;99;-153
18.06.2018;21:19:44;900756;914878;-1.556;149;26;0;99;712
18.06.2018;21:19:45;900764;914893;-1.556;149;26;0;99;-1719
18.06.2018;21:19:46;900734;914856;-1.556;149;26;0;99;1632
18.06.2018;21:19:47;900706;914827;-1.556;149;26;0;99;140
18.06.2018;21:19:48;900678;914802;-1.556;149;26;0;99;-860
18.06.2018;21:19:49;900691;914818;-1.556;149;26;0;99;-699
18.06.2018;21:19:50;900655;914778;-1.556;150;26;0;99;853
18.06.2018;21:19:51;900718;914840;-1.556;150;26;0;99;494
18.06.2018;21:19:52;900706;914823;-1.555;150;26;0;99;1195
18.06.2018;21:19:53;900710;914829;-1.555;150;26;0;99;-481
18.06.2018;21:19:54;900721;914830;-1.554;150;26;0;99;2526
18.06.2018;21:19:55;900649;914750;-1.554;150;26;0;99;1707
18.06.2018;21:19:56;900654;914755;-1.554;150;26;0;99;19
18.06.2018;21:19:57;900657;914758;-1.554;150;26;0;99;12
18.06.2018;21:19:58;900638;914732;-1.553;150;26;0;99;1665
18.06.2018;21:19:59;900651;914752;-1.554;150;26;0;99;-1688
18.06.2018;21:20:00;900663;914762;-1.553;150;26;0;99;543
18.06.2018;21:20:01;900673;914772;-1.553;150;26;0;99;39
18.06.2018;21:20:02;900603;914705;-1.554;150;26;0;99;-1017
18.06.2018;21:20:03;900671;914757;-1.552;150;26;0;99;4238
18.06.2018;21:20:04;900649;914735;-1.552;150;26;0;99;-85
18.06.2018;21:20:05;900654;914742;-1.552;150;26;0;99;-477
18.06.2018;21:20:06;900687;914771;-1.552;149;26;0;99;1129
18.06.2018;21:20:07;900577;914667;-1.552;149;26;0;99;-1931
18.06.2018;21:20:08;900663;914732;-1.55;149;26;0;99;5587
18.06.2018;21:20:09;900611;914682;-1.55;149;26;0;99;-703
18.06.2018;21:20:10;900576;914643;-1.55;149;26;0;99;864
18.06.2018;21:20:11;900577;914639;-1.549;150;26;0;99;1246
18.06.2018;21:20:12;900653;914718;-1.55;149;26;0;99;-453
18.06.2018;21:20:13;900605;914669;-1.55;149;26;0;99;63
18.06.2018;21:20:14;900558;914623;-1.55;149;26;0;99;-434
18.06.2018;21:20:15;900607;914670;-1.549;149;26;0;99;691
18.06.2018;21:20:16;900650;914720;-1.55;149;26;0;99;-1582
18.06.2018;21:20:17;900514;914581;-1.55;150;26;0;99;217
18.06.2018;21:20:18;900486;914556;-1.55;149;26;0;99;-860
18.06.2018;21:20:19;900508;914582;-1.551;149;26;0;99;-914
18.06.2018;21:20:20;900454;914513;-1.549;149;26;0;99;3540
18.06.2018;21:20:21;900556;914614;-1.549;149;26;0;99;648
18.06.2018;21:20:22;900507;914573;-1.55;149;26;0;99;-2192
18.06.2018;21:20:23;900605;914670;-1.55;150;26;0;99;629
18.06.2018;21:20:24;900592;914662;-1.55;150;26;0;99;-1292
18.06.2018;21:20:25;900734;914801;-1.55;150;26;0;99;1296
18.06.2018;21:20:26;900608;914674;-1.55;150;26;0;99;-240
18.06.2018;21:20:27;900551;914612;-1.549;150;26;0;99;1021
18.06.2018;21:20:28;900538;914596;-1.549;150;26;0;99;695
18.06.2018;21:20:29;900643;914700;-1.549;150;26;0;99;656
18.06.2018;21:20:30;900631;914694;-1.549;150;26;0;99;-1537
18.06.2018;21:20:31;900585;914638;-1.548;150;26;0;99;2306
18.06.2018;21:20:32;900546;914600;-1.549;149;26;0;99;-402
18.06.2018;21:20:33;900592;914648;-1.549;149;26;0;99;-321
18.06.2018;21:20:34;900564;914619;-1.549;149;26;0;99;141
18.06.2018;21:20:35;900616;914667;-1.548;149;26;0;99;1203
18.06.2018;21:20:36;900528;914566;-1.547;149;26;0;99;2908
18.06.2018;21:20:37;900587;914624;-1.547;149;26;0;99;480
18.06.2018;21:20:38;900606;914637;-1.546;149;26;0;99;1574
18.06.2018;21:20:39;900606;914627;-1.545;149;26;0;99;2501
18.06.2018;21:20:40;900613;914637;-1.545;149;26;0;99;-723
18.06.2018;21:20:41;900569;914577;-1.543;149;26;0;99;3830
